ID,depth,table,price,x,y,z,quality
568,64.3,63,2832,6.05,6.01,3.88,JSI1_0.9_Good
53786,64.3,65,2728,6,5.95,3.84,ESI2_0.89_Good
35829,64.4,52,915,4.63,4.68,3,DVS2_0.4_Very Good
53579,64.4,53,2697,5.61,5.57,3.6,ESI1_0.7_Fair
37287,64.4,53,485,3.92,3.94,2.53,EVVS2_0.24_Very Good
7436,64.4,53,4229,6.08,6.04,3.9,FVS2_0.9_Fair
45426,64.4,54,1668,5.06,5.03,3.25,DVS2_0.51_Fair
24381,64.4,54,638,4.36,4.33,2.8,FSI1_0.32_Fair
41630,64.4,54,504,4.21,4.24,2.72,FVS1_0.29_Good
10890,64.4,54,4882,6.29,6.32,4.06,GSI1_1_Good
47669,64.4,54,531,4.24,4.29,2.75,GVS2_0.31_Good
26902,64.4,54,16900,7.97,7.92,5.12,HSI1_2.03_Ideal
10523,64.4,54,4805,6.31,6.4,4.09,ISI1_1.01_Very Good
19949,64.4,54,8496,7.45,7.54,4.83,JVS2_1.66_Good
18213,64.4,55,7392,6.33,6.3,4.07,EVS1_1_Fair
44942,64.4,55,1634,5.03,5.07,3.25,EVS1_0.51_Very Good
53339,64.4,55,2655,6.77,6.61,4.31,GI1_1.2_Fair
48599,64.4,55,1996,5.6,5.55,3.59,IVS2_0.7_Fair
3511,64.4,55,3403,6.56,6.54,4.22,JSI2_1.14_Fair
33075,64.4,56,814,4.62,4.67,2.99,DVS2_0.4_Good
53000,64.4,56,2596,5.63,5.58,3.61,DVS2_0.71_Fair
28040,64.4,56,659,4.69,4.72,3.03,FSI1_0.41_Good
7138,64.4,56,4176,6.58,6.52,4.22,FSI2_1.13_Fair
51992,64.4,56,2443,5.31,5.28,3.41,FVS2_0.59_Fair
13014,64.4,56,5407,6.23,6.28,4.03,FVS2_1_Good
7755,64.4,56,4281,6.33,6.24,4.03,GSI1_0.98_Fair
14635,64.4,56,5908,6.31,6.26,4.05,GVS1_1_Fair
24509,64.4,56,12787,7.16,7.09,4.59,GVS2_1.5_Fair
53349,64.4,56,2657,5.64,5.57,3.61,GVS2_0.7_Fair
26879,64.4,56,16811,7.84,7.9,5.07,IVS1_2.01_Very Good
47100,64.4,56,1826,5.64,5.6,3.62,JVS2_0.71_Fair
45062,64.4,57,1641,5.26,5.24,3.38,ESI1_0.58_Fair
34977,64.4,57,472,3.87,3.9,2.5,EVVS1_0.23_Good
10600,64.4,57,4824,6.85,6.79,4.39,FSI2_1.29_Fair
33309,64.4,57,827,4.67,4.71,3.02,FVS1_0.41_Good
50344,64.4,57,2244,5.55,5.6,3.6,FVS1_0.67_Good
7819,64.4,57,4295,6.32,6.28,4.06,GSI1_1_Fair
3261,64.4,57,3358,6.14,6.09,3.94,GSI1_0.93_Fair
51544,64.4,57,2386,5.93,5.86,3.8,GSI2_0.83_Fair
48566,64.4,57,1991,4.97,5.05,3.22,GVVS2_0.5_Good
52423,64.4,57,2512,6.93,6.86,4.44,HI1_1.3_Fair
129,64.4,57,2763,6.11,6.09,3.93,HSI2_0.91_Fair
2477,64.4,57,3192,6.35,6.29,4.07,HSI2_1_Fair
30178,64.4,57,721,4.54,4.59,2.94,HVS1_0.38_Good
48626,64.4,58,2000,5.48,5.52,3.54,ESI1_0.7_Good
53226,64.4,58,2639,6.07,6.01,3.89,ESI2_0.9_Fair
48610,64.4,58,1998,5.58,5.51,3.57,ESI2_0.7_Fair
16151,64.4,58,6455,7.17,7.11,4.59,FSI2_1.45_Fair
50773,64.4,58,2300,5.59,5.56,3.59,GSI2_0.71_Fair
24279,64.4,58,12508,8.32,8.15,5.3,GSI2_2.22_Fair
14629,64.4,58,5906,6.23,6.29,4.03,GVS1_1_Good
10909,64.4,58,4887,6.25,6.18,4,GVS2_1.01_Fair
13088,64.4,58,5418,6.23,6.31,4.04,GVS2_1.01_Good
33201,64.4,58,819,4.21,4.17,2.7,GVVS2_0.3_Fair
3808,64.4,58,3465,6.04,6.08,3.9,HSI1_0.9_Good
13797,64.4,58,5622,6.69,6.64,4.29,HSI1_1.19_Fair
4937,64.4,58,3730,6.55,6.5,4.2,HSI2_1.11_Fair
6784,64.4,58,4113,6.59,6.51,4.22,HSI2_1.13_Fair
6157,64.4,58,3990,6.82,6.71,4.36,HSI2_1.25_Fair
12786,64.4,58,5331,6.18,6.24,4,HVS2_1.01_Good
1695,64.4,58,3033,6.13,6.1,3.94,IVS2_0.92_Fair
37652,64.4,58,991,4.87,4.92,3.15,JSI1_0.48_Good
53535,64.4,59,2691,5.67,5.64,3.64,EVS2_0.72_Fair
1298,64.4,59,2953,5.67,5.72,3.66,FVS1_0.75_Good
21222,64.4,59,9368,7.18,7.25,4.65,GSI1_1.52_Good
16605,64.4,59,6632,6.26,6.31,4.05,GVS1_1.01_Very Good
14913,64.4,59,6002,7.91,7.85,5.07,HI1_2.03_Fair
11612,64.4,59,5047,6.24,6.36,4.06,HSI1_1.02_Very Good
3878,64.4,59,3482,6.22,6.17,3.99,HSI1_1.01_Fair
49616,64.4,59,2138,6.03,5.99,3.87,HSI2_0.9_Fair
41442,64.4,59,1229,5.29,5.21,3.38,IVS1_0.59_Fair
51200,64.4,59,2351,5.65,5.62,3.63,IVVS2_0.73_Fair
5540,64.4,60,3855,6.08,6.04,3.9,DSI1_0.91_Fair
6808,64.4,60,4117,5.95,6,3.85,DSI1_0.9_Good
3428,64.4,60,3384,6.06,6.02,3.89,DSI2_0.95_Fair
6186,64.4,60,3994,6.05,6.1,3.91,FSI1_0.91_Good
19074,64.4,60,7848,7.26,7.16,4.64,FSI2_1.54_Fair
40060,64.4,60,1113,4.88,4.9,3.15,FVS1_0.46_Good
11784,64.4,60,5085,6.49,6.42,4.16,HSI1_1.09_Fair
2419,64.4,60,3180,6.1,6.07,3.92,HSI1_0.91_Fair
50510,64.4,60,2271,5.51,5.58,3.57,IVS1_0.7_Good
22615,64.4,60,10666,7.87,7.93,5.09,JSI2_2.02_Good
10694,64.4,61,4845,6.33,6.25,4.05,DSI1_1.03_Fair
12006,64.4,61,5147,6.17,6.13,3.96,DSI1_1.01_Fair
28508,64.4,61,673,4.2,4.16,2.69,GVS1_0.3_Fair
13217,64.4,61,5458,6.52,6.59,4.22,ISI1_1.2_Good
23206,64.4,61,11212,7.74,7.78,5,JSI1_2.01_Fair
6905,64.4,62,4135,5.97,6.02,3.86,GVS2_0.9_Good
704,64.4,62,2854,6.06,6.03,3.89,JVS2_0.91_Fair
22702,64.5,49,630,4.28,4.25,2.75,ESI1_0.3_Fair
42922,64.5,53,1363,5.16,5.15,3.33,ESI1_0.53_Fair
7889,64.5,54,4312,6.34,6.28,4.07,DSI2_1_Fair
48879,64.5,54,2036,6.31,6.22,4.03,EI1_1.01_Fair
2323,64.5,54,3167,6.26,6.15,4,HSI2_1.01_Fair
10328,64.5,55,4765,6.24,6.07,3.97,DVS2_0.91_Fair
1942,64.5,55,3084,6.12,6.03,3.92,ESI2_0.9_Fair
34975,64.5,55,472,3.85,3.9,2.5,EVVS2_0.23_Good
18121,64.5,55,7335,6.62,6.56,4.25,FVS1_1.13_Fair
28089,64.5,55,662,4.31,4.19,2.74,FVS2_0.3_Fair
23370,64.5,55,425,3.83,3.86,2.48,FVVS2_0.23_Good
21580,64.5,55,9682,7.58,7.52,4.87,HSI2_1.7_Fair
50591,64.5,55.6,2282,5.58,5.61,3.6,FSI2_0.71_Good
52589,64.5,56,2539,5.7,5.65,3.66,DSI1_0.73_Fair
24180,64.5,56,12361,7.56,7.54,4.87,DSI2_1.74_Ideal
9273,64.5,56,4563,6.24,6.29,4.04,ESI1_1.01_Good
32551,64.5,56,799,4.26,4.2,2.73,EVS1_0.3_Fair
17094,64.5,56,6814,6.75,6.68,4.33,EVS2_1.17_Fair
2856,64.5,56,3273,5.8,5.86,3.76,EVS2_0.8_Good
50679,64.5,56,2287,6.32,6.26,4.06,GI1_1.01_Fair
9632,64.5,56,4637,6.69,6.62,4.29,GSI1_1.21_Fair
6434,64.5,56,4044,6.3,6.23,4.04,GSI1_1.02_Fair
42382,64.5,56,1305,5.27,5.24,3.39,GSI1_0.6_Fair
40718,64.5,56,1160,5.06,5.01,3.25,GSI1_0.51_Fair
771,64.5,56,2858,6.06,6,3.89,GSI2_0.9_Fair
23635,64.5,56,11655,7.93,7.86,5.09,HSI2_2_Fair
11590,64.5,56,5041,6.7,6.66,4.31,HVS2_1.21_Fair
1948,64.5,56,3084,6.28,6.25,4.04,ISI2_1.02_Fair
49395,64.5,56,2104,5.61,5.56,3.6,IVS1_0.71_Fair
16304,64.5,56,6523,7.09,7.18,4.6,JSI1_1.5_Good
3603,64.5,56.3,3425,6.08,6.14,3.94,GSI2_0.93_Good
39714,64.5,57,1089,4.68,4.65,3.01,DVVS2_0.41_Fair
3191,64.5,57,3342,6.13,6.09,3.94,ESI2_0.9_Fair
1356,64.5,57,2964,5.59,5.55,3.59,EVS1_0.7_Fair
28287,64.5,57,367,3.88,3.93,2.52,EVS2_0.24_Very Good
21922,64.5,57,9996,7.55,7.51,4.86,FSI2_1.7_Fair
51496,64.5,57,2381,5.65,5.58,3.62,FVS1_0.7_Fair
124,64.5,57,2762,5.57,5.53,3.58,FVS2_0.7_Fair
45861,64.5,57,1715,5.86,5.83,3.77,GI1_0.8_Fair
4497,64.5,57,3629,6.07,6.03,3.9,GSI1_0.9_Fair
4435,64.5,57,3615,6.04,6.09,3.91,GSI1_0.9_Good
22313,64.5,57,10352,7.15,7.09,4.59,GSI1_1.5_Fair
25878,64.5,57,14975,8.41,8.36,5.41,GSI2_2.43_Fair
6107,64.5,57,3977,6.01,6.08,3.9,GVS1_0.9_Good
13493,64.5,57,5538,6.26,6.2,4.02,GVS2_1.01_Fair
51499,64.5,57,2382,5.56,5.6,3.6,GVS2_0.71_Very Good
40452,64.5,57,1140,5.79,5.76,3.73,HI1_0.76_Fair
39078,64.5,57,1059,5.37,5.16,3.42,HSI2_0.59_Fair
27644,64.5,57,18565,8,7.95,5.14,HVS2_2.02_Fair
49605,64.5,57,2137,5.53,5.57,3.58,HVS2_0.7_Good
50317,64.5,57,2239,6.47,6.33,4.13,II1_1.06_Fair
40598,64.5,57,497,4.38,4.36,2.82,JSI1_0.34_Fair
5483,64.5,58,3839,6.11,6.14,3.95,DSI2_0.93_Good
9489,64.5,58,4606,6.18,6.26,4.01,DSI2_1.01_Good
16139,64.5,58,6449,6.27,6.31,4.06,DVS2_1.01_Good
242,64.5,58,2788,6.29,6.21,4.03,EI1_1.01_Fair
19948,64.5,58,8492,7.06,7.11,4.57,ESI2_1.5_Good
10354,64.5,58,4770,6.14,6.1,3.95,EVS1_0.91_Fair
11968,64.5,58,5139,6.97,6.86,4.46,FSI2_1.33_Fair
1160,64.5,58,2925,5.55,5.59,3.59,FVS1_0.7_Very Good
12345,64.5,58,5226,6.28,6.18,4.02,FVS2_1.01_Fair
25833,64.5,58,14860,7.51,7.43,4.82,GVS2_1.7_Fair
12086,64.5,58,5161,6.26,6.2,4.02,GVS2_1_Fair
38232,64.5,58,1017,4.97,4.99,3.21,HSI1_0.5_Good
4491,64.5,58,3627,6,5.96,3.86,HSI2_0.9_Good
24924,64.5,58,13370,8.09,8.01,5.19,HSI2_2.13_Fair
13808,64.5,58,5625,6.98,6.93,4.48,HVS2_1.35_Fair
48873,64.5,58,2035,6.33,6.1,4.01,II1_1_Fair
10238,64.5,59,4746,6.75,6.71,4.34,DSI2_1.26_Fair
9162,64.5,59,4541,6.25,6.31,4.05,DSI2_1_Good
15970,64.5,59,6391,6.27,6.19,4.02,FVS1_1.01_Fair
49880,64.5,59,2176,5.54,5.51,3.56,HSI1_0.7_Fair
5595,64.5,59,3869,6.27,6.23,4.03,HSI1_1.01_Fair
15732,64.5,59,6291,7.21,7.15,4.63,HSI2_1.51_Fair
51102,64.5,59,2336,6.67,6.47,4.25,II1_1.17_Fair
14479,64.5,59,5846,7.2,7.07,4.6,JVS2_1.5_Fair
49828,64.5,60,2167,5.53,5.47,3.55,DSI2_0.7_Fair
49832,64.5,60,2167,5.92,5.84,3.79,DSI2_0.84_Fair
24672,64.5,60,13016,7.99,7.88,5.12,DSI2_2.07_Fair
2120,64.5,60,3119,6.04,5.96,3.87,ESI2_0.91_Fair
51349,64.5,60,2363,5.65,5.54,3.61,FSI1_0.75_Fair
7645,64.5,60,4268,6.03,6.07,3.9,FVS2_0.9_Good
10710,64.5,60,4849,7.44,7.35,4.76,GI1_1.64_Fair
49149,64.5,60,2068,6.16,6.11,3.96,GI1_0.96_Fair
4106,64.5,60,3536,6.06,6.01,3.89,HSI2_0.92_Fair
10259,64.5,60,4751,6.3,6.25,4.05,HVS2_1.01_Fair
24332,64.5,60,12592,7.94,7.82,5.08,ISI2_2.02_Fair
4763,64.5,61,3689,6.05,6.01,3.89,DSI1_0.9_Fair
3842,64.5,61,3473,6.1,6,3.9,DSI2_0.9_Fair
42877,64.5,61,1358,5.22,5.09,3.33,ESI1_0.56_Fair
43150,64.5,61,1389,5.18,5.14,3.33,ESI2_0.56_Fair
6856,64.5,61,4125,6.07,6.03,3.9,EVS2_0.9_Fair
46670,64.5,61,1788,5.23,5.19,3.36,FVS1_0.57_Fair
5751,64.5,61,3895,6.24,6.31,4.05,GSI2_1.01_Good
52993,64.5,61,2595,5.43,5.52,3.53,GVVS2_0.7_Fair
8140,64.5,61,4355,6.16,6.21,3.99,IVS2_0.97_Good
45489,64.5,62.3,1678,4.92,4.93,3.17,FVVS2_0.5_Good
53698,64.5,65,2717,5.52,5.45,3.54,HVVS2_0.7_Fair
5727,64.6,53,575,4.04,4.1,2.63,DVVS2_0.27_Very Good
49288,64.6,53,2092,5.58,5.63,3.62,ESI2_0.7_Fair
50857,64.6,53,2312,5.83,5.78,3.75,FSI2_0.78_Fair
48631,64.6,54,536,4.29,4.25,2.76,DSI2_0.3_Fair
10151,64.6,54,4725,6.56,6.49,4.22,DSI2_1.1_Fair
41492,64.6,54,1232,4.95,5.05,3.23,ESI1_0.5_Good
5131,64.6,54,3763,6.33,6.27,4.07,ESI2_1_Fair
13342,64.6,54,5504,7.11,7.03,4.57,GSI2_1.46_Fair
4920,64.6,54,3725,6.09,6.14,3.95,HVS2_0.9_Fair
176,64.6,54,2774,5.85,5.88,3.79,IVS2_0.83_Good
26118,64.6,55,15394,7.85,7.98,5.11,DSI2_2.01_Good
39949,64.6,55,492,4.15,4.18,2.69,EVVS1_0.28_Good
53007,64.6,55,2596,5.74,5.66,3.68,FVS2_0.74_Fair
50906,64.6,55,2318,5.86,5.75,3.75,GSI2_0.8_Fair
29227,64.6,55,695,4.31,4.26,2.77,GVS1_0.31_Fair
30188,64.6,55,722,4.62,4.64,2.99,GVS2_0.4_Fair
50805,64.6,55,2306,5.66,5.71,3.67,GVS2_0.72_Fair
6087,64.6,55,3972,6.33,6.28,4.07,HSI1_1.02_Fair
18293,64.6,55,7433,7.24,7.19,4.66,HSI1_1.52_Fair
7214,64.6,55,4191,6.29,6.25,4.05,HSI1_1.01_Fair
4114,64.6,55,3538,6.07,6,3.9,HVS2_0.9_Fair
27082,64.6,55,17209,8.61,8.57,5.55,JSI2_2.61_Ideal
21787,64.6,55,9853,7.93,7.84,5.09,JSI2_2.02_Fair
1555,64.6,56,3003,6.31,6.24,4.05,DSI2_1.01_Fair
33279,64.6,56,462,3.97,3.99,2.57,DVVS2_0.25_Good
377,64.6,56,2809,6.73,6.66,4.33,FI1_1.2_Fair
12699,64.6,56,599,4.27,4.25,2.75,FSI1_0.3_Fair
4425,64.6,56,3613,6.01,6.07,3.9,FSI2_0.9_Fair
35487,64.6,56,903,5.26,5.2,3.38,GI1_0.59_Fair
51280,64.6,56,2359,5.86,5.79,3.76,GSI1_0.78_Fair
7679,64.6,56,4274,6.17,6.21,4,HSI1_1.01_Good
16603,64.6,56,6632,7.76,7.7,4.99,HSI2_1.91_Fair
43527,64.6,56,1426,4.97,5.06,3.24,HVS1_0.5_Very Good
10883,64.6,56,4879,6.67,6.62,4.29,ISI2_1.21_Ideal
18850,64.6,56,7727,7.3,7.26,4.7,ISI2_1.54_Fair
52991,64.6,56.4,2594,5.78,5.84,3.75,HVS1_0.77_Fair
50910,64.6,57,2318,5.6,5.57,3.61,DSI1_0.7_Fair
677,64.6,57,2848,5.74,5.72,3.7,DSI2_0.75_Fair
43397,64.6,57,1410,5.39,5.33,3.46,DSI2_0.62_Fair
53602,64.6,57,2700,5.7,5.67,3.67,FSI1_0.75_Fair
12191,64.6,57,5186,6.39,6.33,4.11,FSI1_1.05_Fair
48195,64.6,57,1947,5.6,5.57,3.61,FSI2_0.7_Fair
26957,64.6,57,17027,8.6,8.55,5.54,GSI2_2.6_Fair
16318,64.6,57,6530,6.6,6.5,4.23,GVS1_1.15_Fair
24429,64.6,57,12681,7.82,7.88,5.07,ISI2_2.01_Good
4659,64.6,57,3669,6.5,6.47,4.19,ISI2_1.12_Fair
48253,64.6,57.7,1952,5.36,5.41,3.47,ESI1_0.63_Fair
7633,64.6,58,4265,6.02,6.12,3.92,DSI1_0.91_Good
42520,64.6,58,1323,5,4.97,3.22,DSI1_0.5_Fair
19653,64.6,58,8264,7.53,7.46,4.84,DSI2_1.72_Fair
21936,64.6,58,10011,6.25,6.2,4.02,DSI2_1.01_Fair
17026,64.6,58,6797,6.22,6.28,4.04,DVS1_1.02_Good
17057,64.6,58,612,4.09,4.12,2.65,EIF_0.28_Good
16273,64.6,58,6509,6.22,6.29,4.04,EVS1_1.01_Good
49684,64.6,58,2144,5.04,5.17,3.3,FIF_0.52_Fair
42518,64.6,58,1323,5.01,4.99,3.23,FVS2_0.5_Fair
16506,64.6,58,6597,8.05,8.01,5.19,GI1_2.1_Fair
5077,64.6,58,3750,6.13,6.07,3.94,HSI1_0.93_Fair
20818,64.6,58,9045,7.28,7.21,4.68,HSI2_1.55_Fair
18890,64.6,58,7746,7.24,7.21,4.68,ISI1_1.52_Fair
19714,64.6,58,8287,7.19,7.15,4.63,IVS2_1.51_Fair
25781,64.6,58,14750,7.91,8.04,5.15,JVS1_2.06_Fair
1365,64.6,58,2964,6.12,6.06,3.93,JVS1_0.9_Fair
3666,64.6,58,3443,6.48,6.41,4.16,JVS2_1.09_Fair
45443,64.6,58,1672,5.58,5.56,3.6,JVS2_0.7_Fair
5102,64.6,58.8,3756,5.95,6.04,3.87,GVS1_0.86_Fair
41835,64.6,59,1253,4.93,4.95,3.19,DSI1_0.5_Fair
8772,64.6,59,4468,6.23,6.3,4.05,DSI2_1.01_Good
5510,64.6,59,3847,6.04,6.01,3.89,DSI2_0.9_Fair
43099,64.6,59,1383,5.22,5.18,3.36,ESI1_0.57_Fair
50898,64.6,59,2317,5.69,5.64,3.66,ESI1_0.73_Fair
2949,64.6,59,3294,6.22,6.18,4.01,ESI2_1.01_Fair
1020,64.6,59,2902,5.62,5.59,3.62,EVS2_0.71_Fair
4125,64.6,59,3540,6.19,6.25,4.2,FSI2_1.01_Fair
19219,64.6,59,7960,6.31,6.26,4.06,FVVS1_1.02_Fair
40140,64.6,59,1115,5.64,5.48,3.6,GI1_0.7_Fair
49606,64.6,59,2137,5.49,5.54,3.56,GSI1_0.7_Good
16882,64.6,59,6736,6.31,6.29,4.07,GVVS2_1.02_Fair
15588,64.6,59,6250,7.2,7.11,4.62,HSI2_1.5_Fair
27000,64.6,59,17103,8.54,8.45,5.4,HSI2_2.53_Fair
12439,64.6,59,5242,6.3,6.26,4.06,HVS1_1_Fair
37530,64.6,59,987,4.9,4.95,3.18,IVS2_0.5_Good
51784,64.6,59,2414,5.83,5.78,3.75,IVS2_0.81_Fair
6126,64.6,59,3984,6.74,6.64,4.32,JSI2_1.21_Fair
24943,64.6,59,13399,7.95,7.9,5.12,JVS1_2.02_Fair
49726,64.6,60,2151,5.55,5.6,3.6,DSI1_0.71_Fair
10267,64.6,60,4751,6.12,6.08,3.94,DSI1_1.01_Fair
50038,64.6,60,2198,5.62,5.59,3.62,DSI2_0.71_Fair
6579,64.6,60,4077,6.23,6.18,4.01,ESI2_1_Fair
23130,64.6,60,11154,7.18,7.1,4.61,FSI1_1.5_Fair
15919,64.6,60,6366,6.26,6.16,4.01,FVS1_1.01_Fair
29445,64.6,60,701,5.04,4.96,3.23,GI1_0.5_Fair
15983,64.6,60,6397,6.69,6.62,4.3,GSI1_1.21_Fair
8090,64.6,60,4340,6.35,6.4,4.12,GSI2_1.07_Very Good
15889,64.6,60,6353,6.34,6.22,4.06,GVS1_1.01_Fair
46769,64.6,60,1802,5.68,5.59,3.64,JVS1_0.73_Fair
41651,64.6,61,1238,5.05,4.95,3.23,DSI1_0.5_Fair
3008,64.6,61,3304,5.72,5.8,3.72,GIF_0.76_Good
8737,64.6,61,4462,6.32,6.24,4.06,HVS2_1.02_Fair
51926,64.6,61,2438,5.92,5.87,3.81,JSI1_0.9_Fair
9146,64.6,62,4538,6.26,6.21,4.03,DSI2_1.01_Fair
19203,64.6,62,7950,7.26,7.23,4.68,ISI1_1.56_Fair
2250,64.6,62,3149,6.3,6.21,4.06,JSI2_1.03_Fair
21611,64.6,64,9704,7.18,7.16,4.63,DSI1_1.52_Fair
2210,64.6,67,3142,6.25,6.19,4.02,GSI2_1_Fair
5208,64.7,52,3780,6.35,6.3,4.09,JSI1_1_Fair
26614,64.7,53,16364,7.22,7.15,4.65,FVVS2_1.5_Fair
2536,64.7,54,3205,6.1,6.04,3.93,DSI2_0.9_Fair
5992,64.7,54,3954,6.04,6.08,3.92,FSI1_0.9_Good
16931,64.7,54,6759,6.33,6.28,4.08,FVS1_1.01_Fair
5891,64.7,54,3931,6.09,6.03,3.92,FVS2_0.9_Fair
40484,64.7,54,1141,5.39,5.43,3.5,JSI2_0.64_Good
45358,64.7,55,1664,5.5,5.54,3.57,DSI2_0.67_Good
33185,64.7,55,818,4.7,4.67,3.03,ESI2_0.41_Fair
6815,64.7,55,4118,6.37,6.3,4.1,ESI2_1.01_Fair
33115,64.7,55,816,4.52,4.41,2.89,FVS2_0.34_Fair
33759,64.7,55,840,4.68,4.65,3.02,GSI1_0.4_Fair
19235,64.7,55,7972,7.16,7.13,4.62,GSI2_1.5_Fair
11865,64.7,55,5106,7.03,6.97,4.53,GSI2_1.34_Fair
49497,64.7,55,2117,5.62,5.51,3.6,IVVS2_0.7_Fair
13776,64.7,56,5617,7.46,7.37,4.8,DI1_1.7_Fair
24326,64.7,56,12581,7.28,7.22,4.69,ESI1_1.54_Fair
11563,64.7,56,5034,6.34,6.27,4.08,ESI1_1.01_Fair
18387,64.7,56,618,4.28,4.25,2.76,FSI1_0.31_Fair
44922,64.7,56,1631,5.6,5.53,3.6,FSI2_0.73_Fair
39704,64.7,56,1088,5.31,5.24,3.41,FSI2_0.58_Fair
33589,64.7,56,833,4.68,4.72,3.04,GVVS2_0.41_Fair
5366,64.7,56,3816,6.1,6.07,3.94,HSI1_0.91_Fair
14573,64.7,56,5883,6.23,6.29,4.05,HVS2_1_Very Good
13123,64.7,57,5430,6.33,6.25,4.07,DSI1_1.01_Fair
21458,64.7,57,9555,7.17,7.24,4.66,DSI2_1.51_Fair
5606,64.7,57,3871,6.31,6.27,4.07,DSI2_1.01_Fair
9161,64.7,57,4541,6.29,6.36,4.09,DSI2_1_Very Good
5130,64.7,57,3763,6.02,6.04,3.9,DSI2_0.91_Good
9497,64.7,57,4608,6.22,6.29,4.05,ESI1_1.01_Good
26116,64.7,57,15393,7.75,7.86,5.05,ESI2_2_Good
36574,64.7,57,945,4.98,4.88,3.19,ESI2_0.5_Fair
40981,64.7,57,1181,4.99,4.94,3.21,FSI1_0.5_Fair
19082,64.7,57,7854,8.48,8.44,5.47,GI1_2.5_Fair
27544,64.7,57,18308,8.44,8.5,5.48,HSI2_2.51_Fair
20236,64.7,58,8666,7.35,7.28,4.73,DSI2_1.6_Fair
1897,64.7,58,3077,5.61,5.58,3.62,DVS2_0.71_Fair
33008,64.7,58,813,4.63,4.67,3.01,EVS2_0.4_Fair
34298,64.7,58,857,4.67,4.63,3.01,FSI1_0.4_Fair
35825,64.7,58,914,4.84,4.93,3.16,GSI1_0.48_Good
4127,64.7,58,3541,6.24,6.19,4.02,GSI2_1_Fair
2017,64.7,58,3104,5.94,6.03,3.87,GSI2_0.9_Fair
5544,64.7,58,3856,6.14,6.23,4,GSI2_1.01_Fair
6957,64.7,58,4145,7.05,7,4.55,HI1_1.41_Fair
49010,64.7,58,2051,5.59,5.54,3.6,HSI1_0.7_Fair
18118,64.7,58,7333,7.28,7.22,4.69,HSI1_1.58_Fair
4801,64.7,58,3697,5.98,6.01,3.88,HVS2_0.9_Fair
17253,64.7,58,6905,7.19,7.22,4.66,ISI2_1.52_Fair
2793,64.7,58,3258,6.09,6.06,3.93,IVS2_0.93_Fair
16654,64.7,58,6659,7.24,7.22,4.68,JVS2_1.53_Fair
2538,64.7,59,3205,6.09,5.99,3.91,DSI2_0.9_Fair
7159,64.7,59,4181,6.23,6.11,3.99,ESI1_1.01_Fair
51223,64.7,59,2352,5.61,5.58,3.62,ESI1_0.71_Fair
17530,64.7,59,7056,7.13,7.05,4.59,FSI2_1.5_Fair
10621,64.7,59,4829,6.22,6.15,4,FVS2_1_Fair
39223,64.7,59,1066,5.59,5.5,3.59,JI1_0.7_Fair
46082,64.7,60,1737,5.13,5.14,3.32,EVS2_0.56_Fair
39310,64.7,60,1069,4.99,4.84,3.18,FSI1_0.5_Fair
7900,64.7,60,4312,6.22,6.18,4.01,GSI1_1_Fair
49001,64.7,60,2050,5.68,5.64,3.66,GSI2_0.73_Fair
17574,64.7,60,7076,6.44,6.41,4.16,GVS1_1.08_Fair
45748,64.7,60,1701,5.23,5.28,3.41,GVS1_0.58_Fair
50104,64.7,60,2208,5.54,5.46,3.56,IVS2_0.71_Fair
49485,64.7,60,2117,5.55,5.49,3.57,IVS2_0.7_Fair
4933,64.7,61,3730,6.06,5.99,3.9,DSI1_0.91_Fair
28535,64.7,61,675,4.7,4.73,3.05,DSI1_0.42_Fair
10858,64.7,61,4873,6.42,6.39,4.14,ESI2_1.11_Fair
26325,64.7,61,15827,7.97,7.92,5.14,FSI2_2.1_Fair
5143,64.7,61,3763,6.75,6.68,4.34,GSI2_1.22_Fair
41548,64.7,61,1235,5.33,5.27,3.43,HSI2_0.63_Fair
13223,64.7,62,5460,7.19,7.04,4.6,DI1_1.5_Fair
10381,64.7,62,592,4.14,4.11,2.67,DVS2_0.29_Fair
8511,64.7,63,4424,6.36,6.31,4.1,GSI1_1.03_Fair
8125,64.8,54,4353,6.12,6.07,3.95,EVS1_0.9_Good
46745,64.8,54,1799,5.69,5.67,3.68,ISI1_0.72_Fair
17283,64.8,55,6922,7.26,7.15,4.67,ESI2_1.5_Fair
53540,64.8,55,2691,5.64,5.6,3.64,FSI1_0.72_Fair
3851,64.8,55,3477,6.37,6.26,4.1,FSI2_1.01_Fair
53699,64.8,55,2717,6.39,6.32,4.12,HSI2_1.05_Fair
19345,64.8,55,8044,7.25,7.2,4.68,HVS1_1.5_Fair
5408,64.8,55,3819,6.35,6.28,4.09,HVS2_1_Fair
26266,64.8,55,15729,7.91,7.87,5.12,IVS2_2.01_Ideal
4890,64.8,55,3718,6.04,6.15,3.95,IVVS2_0.9_Good
6479,64.8,55.1,4056,6.44,6.55,4.21,JSI2_1.11_Fair
10473,64.8,56,4791,6.3,6.25,4.07,FVS2_1.01_Fair
10472,64.8,56,4791,6.3,6.25,4.07,FVS2_1.01_Fair
51446,64.8,56,2375,6.53,6.43,4.2,GI1_1.07_Fair
13281,64.8,56,5487,6.48,6.52,4.21,GVS1_1.12_Fair
25016,64.8,56,13553,7.18,7.12,4.63,GVVS2_1.5_Fair
42139,64.8,56,1280,4.92,4.99,3.21,IVVS2_0.5_Good
