EmployeeNumber,EmployeeID,MonthlyIncome,OverTime,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,Department,JobLevel,JobRole,Attrition,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,BusinessTravel,Age,Gender,MaritalStatus,Education,EducationField,DistanceFromHome,EmployeeNumber,EmployeeID,PerformanceRating
174,10960,"$9,208",No,11%,3,2,2,2,1,16,4,Sales,3,Sales Executive,No,3,4,3,Travel_Frequently,50,Female,Single,3,Marketing,12,174,10960,3
1736,10961,"$5,238",No,20%,3,5,4,1,4,9,2,Research & Development,2,Manufacturing Director,No,4,4,2,Travel_Frequently,31,Female,Single,1,Technical Degree,24,1736,10961,4
1767,10962,"$2,437",Yes,16%,4,1,0,0,0,6,9,Research & Development,1,Research Scientist,Yes,3,3,3,Travel_Frequently,43,Male,Married,3,Technical Degree,17,1767,10962,3
24,10963,"$3,944",Yes,11%,3,3,2,1,2,6,5,Research & Development,1,Research Scientist,No,4,4,3,Travel_Rarely,38,Male,Single,3,Life Sciences,2,24,10963,3
1556,10964,"$2,644",Yes,21%,3,3,2,1,2,7,3,Sales,1,Sales Representative,No,3,4,2,Travel_Rarely,36,Male,Single,4,Life Sciences,2,1556,10964,4
97,10965,"$3,038",No,12%,3,1,0,0,0,5,3,Research & Development,1,Laboratory Technician,No,2,4,3,Travel_Rarely,36,Female,Married,3,Life Sciences,6,97,10965,3
1037,10966,"$4,969",No,18%,6,2,2,2,2,7,8,Sales,2,Sales Executive,Yes,2,1,3,Non-Travel,26,Male,Single,2,Medical,29,1037,10966,3
250,10967,"$4,450",No,11%,3,4,2,1,3,5,1,Research & Development,2,Manufacturing Director,No,4,1,3,Travel_Rarely,53,Female,Divorced,2,Medical,13,250,10967,3
1931,10968,"$2,226",No,11%,3,5,3,1,2,6,1,Research & Development,1,Research Scientist,No,2,2,2,Travel_Rarely,27,Male,Married,4,Technical Degree,2,1931,10968,3
1868,10969,"$2,439",Yes,24%,3,1,0,1,0,1,1,Research & Development,1,Research Scientist,Yes,4,4,2,Travel_Frequently,29,Male,Single,2,Life Sciences,24,1868,10969,4
101,10970,"$13,245",Yes,14%,3,0,0,0,0,17,4,Research & Development,3,Research Director,No,4,1,4,Travel_Rarely,45,Male,Married,4,Other,6,101,10970,3
192,10971,"$3,452",No,13%,2,6,5,0,3,9,5,Research & Development,1,Research Scientist,No,3,4,2,Travel_Rarely,45,Male,Single,3,Medical,29,192,10971,3
1102,10972,"$2,207",No,16%,5,4,2,2,2,4,1,Research & Development,1,Laboratory Technician,No,1,3,2,Travel_Rarely,28,Male,Divorced,2,Life Sciences,15,1102,10972,3
62,10973,"$5,772",Yes,21%,4,9,6,0,8,14,4,Sales,2,Sales Executive,No,1,4,3,Travel_Frequently,46,Male,Single,4,Marketing,5,62,10973,4
868,10974,"$6,334",No,19%,2,1,0,0,0,9,4,Sales,2,Sales Executive,No,4,3,3,Travel_Rarely,37,Male,Divorced,4,Marketing,16,868,10974,3
618,10975,"$4,306",No,12%,5,0,0,0,0,8,5,Sales,2,Sales Executive,No,1,3,3,Travel_Rarely,26,Male,Divorced,2,Medical,29,618,10975,3
1409,10976,"$2,950",No,13%,2,5,4,0,4,12,9,Research & Development,1,Laboratory Technician,No,3,1,1,Travel_Rarely,52,Female,Married,4,Other,8,1409,10976,3
2017,10977,"$13,744",Yes,25%,2,16,11,6,8,16,1,Research & Development,3,Research Director,No,3,4,3,Travel_Rarely,37,Female,Married,3,Life Sciences,10,2017,10977,4
1954,10978,"$5,373",No,12%,5,5,3,0,2,6,0,Research & Development,2,Healthcare Representative,No,1,1,2,Travel_Rarely,29,Male,Married,3,Life Sciences,1,1954,10978,3
895,10979,"$2,356",Yes,19%,2,6,4,0,2,8,3,Research & Development,1,Research Scientist,No,4,4,3,Travel_Rarely,31,Male,Married,4,Life Sciences,11,895,10979,3
1932,10980,"$5,747",Yes,15%,3,15,10,6,11,16,1,Research & Development,2,Research Scientist,No,3,4,3,Travel_Frequently,34,Male,Married,4,Other,22,1932,10980,3
241,10981,"$4,257",Yes,18%,3,2,2,2,2,19,4,Research & Development,1,Research Scientist,No,3,1,3,Travel_Rarely,56,Female,Divorced,3,Life Sciences,8,241,10981,3
165,10982,"$10,312",No,12%,3,40,10,15,6,40,1,Research & Development,3,Healthcare Representative,Yes,4,4,2,Travel_Rarely,58,Female,Married,4,Medical,23,165,10982,3
1,10983,"$5,993",Yes,11%,0,6,4,0,5,8,8,Sales,2,Sales Executive,Yes,2,4,1,Travel_Rarely,41,Female,Single,2,Life Sciences,1,1,10983,3
1876,10984,"$1,081",No,13%,3,1,0,0,0,1,1,Sales,1,Sales Representative,Yes,2,4,2,Travel_Rarely,30,Male,Single,3,Medical,9,1876,10984,3
16,10985,"$2,911",No,17%,1,5,2,4,3,5,1,Research & Development,1,Research Scientist,No,1,3,2,Travel_Rarely,31,Male,Divorced,1,Life Sciences,26,16,10985,3
64,10986,"$5,381",Yes,13%,2,1,0,0,0,23,9,Research & Development,3,Laboratory Technician,Yes,1,3,3,Travel_Rarely,48,Male,Single,2,Life Sciences,1,64,10986,3
757,10987,"$6,142",No,11%,2,5,1,4,3,10,3,Research & Development,2,Healthcare Representative,No,2,3,3,Travel_Rarely,34,Female,Single,2,Medical,8,757,10987,3
396,10988,"$18,665",Yes,11%,4,3,2,1,2,22,9,Research & Development,5,Research Director,No,3,1,3,Travel_Frequently,49,Female,Single,4,Life Sciences,10,396,10988,3
1317,10989,"$16,880",Yes,11%,2,3,2,1,2,25,4,Research & Development,4,Research Director,No,4,1,3,Travel_Rarely,50,Female,Married,3,Life Sciences,28,1317,10989,3
1650,10990,"$5,869",No,11%,2,5,2,1,4,8,9,Sales,2,Sales Executive,No,3,3,3,Travel_Rarely,29,Male,Single,3,Medical,10,1650,10990,3
1529,10991,"$8,606",No,19%,3,11,8,3,3,11,1,Research & Development,3,Healthcare Representative,No,4,2,1,Travel_Rarely,35,Female,Single,3,Life Sciences,16,1529,10991,3
1880,10992,"$5,673",Yes,13%,4,10,9,1,7,10,1,Sales,2,Sales Executive,No,2,3,3,Travel_Rarely,36,Female,Married,4,Technical Degree,10,1880,10992,3
851,10993,"$16,307",No,14%,2,20,6,4,17,29,2,Sales,4,Manager,No,1,3,2,Travel_Rarely,51,Female,Married,4,Marketing,26,851,10993,3
544,10994,"$2,654",No,21%,3,2,2,0,2,8,3,Research & Development,1,Research Scientist,No,1,4,2,Travel_Rarely,45,Male,Married,2,Life Sciences,10,544,10994,4
403,10995,"$2,326",Yes,12%,3,4,2,1,2,4,1,Research & Development,1,Research Scientist,No,2,4,2,Travel_Frequently,37,Male,Married,3,Medical,9,403,10995,3
13,10996,"$5,237",No,13%,3,7,7,7,7,17,6,Research & Development,2,Healthcare Representative,No,3,3,2,Travel_Rarely,36,Male,Married,3,Medical,27,13,10996,3
1929,10997,"$5,736",No,19%,1,3,2,1,2,10,6,Sales,2,Sales Executive,No,1,3,3,Non-Travel,39,Female,Married,4,Life Sciences,21,1929,10997,3
1360,10998,"$10,008",Yes,14%,0,10,9,5,9,31,7,Research & Development,3,Manufacturing Director,Yes,3,1,2,Travel_Rarely,58,Female,Married,4,Medical,7,1360,10998,3
19,10999,"$2,028",Yes,14%,4,4,2,0,3,6,5,Research & Development,1,Laboratory Technician,Yes,3,3,3,Travel_Rarely,28,Male,Single,3,Life Sciences,24,19,10999,3
1691,11000,"$2,655",Yes,11%,3,9,7,7,7,19,2,Sales,1,Sales Representative,Yes,4,3,3,Travel_Frequently,48,Female,Married,2,Medical,7,1691,11000,3
20,11001,"$9,980",No,11%,1,10,9,8,8,10,1,Research & Development,3,Manufacturing Director,No,2,1,3,Travel_Rarely,29,Female,Divorced,4,Life Sciences,21,20,11001,3
1443,11002,"$17,169",No,19%,2,20,17,5,6,26,3,Research & Development,4,Research Director,No,1,3,4,Travel_Rarely,47,Female,Married,4,Medical,2,1443,11002,3
1555,11003,"$5,878",No,12%,2,7,1,2,5,12,3,Research & Development,2,Research Scientist,No,4,2,3,Travel_Rarely,32,Female,Married,2,Life Sciences,5,1555,11003,3
485,11004,"$2,851",Yes,13%,2,1,0,0,0,1,1,Sales,1,Sales Representative,Yes,4,3,3,Travel_Rarely,33,Female,Single,3,Marketing,5,485,11004,3
1391,11005,"$10,596",No,11%,5,4,2,3,2,14,2,Sales,3,Sales Executive,No,2,2,3,Travel_Frequently,51,Male,Married,3,Marketing,2,1391,11005,3
311,11006,"$2,793",No,17%,2,9,8,5,8,13,4,Sales,1,Sales Representative,No,1,4,3,Travel_Frequently,37,Male,Divorced,4,Marketing,4,311,11006,3
58,11007,"$19,545",No,12%,0,22,15,15,8,23,1,Research & Development,5,Research Director,Yes,2,3,3,Travel_Rarely,41,Female,Married,3,Technical Degree,12,58,11007,3
2041,11008,"$5,343",No,11%,1,10,7,1,9,10,1,Sales,2,Sales Executive,No,1,4,3,Travel_Rarely,38,Female,Married,2,Life Sciences,10,2041,11008,3
1397,11009,"$10,920",No,21%,2,6,4,0,5,13,3,Research & Development,3,Healthcare Representative,No,3,3,3,Non-Travel,39,Male,Married,2,Life Sciences,25,1397,11009,4
1720,11010,"$3,433",No,13%,3,5,2,1,3,10,6,Research & Development,1,Research Scientist,No,1,3,2,Travel_Frequently,32,Male,Married,3,Life Sciences,10,1720,11010,3
73,11011,"$13,458",Yes,12%,1,15,14,8,12,15,1,Research & Development,3,Research Director,No,1,4,3,Travel_Frequently,33,Female,Single,2,Life Sciences,1,73,11011,3
484,11012,"$2,610",No,24%,3,3,2,2,2,3,1,Sales,1,Sales Representative,No,1,4,2,Non-Travel,21,Male,Single,2,Medical,9,484,11012,4
408,11013,"$5,482",No,18%,3,4,1,1,2,13,5,Research & Development,2,Manufacturing Director,No,4,2,3,Travel_Rarely,51,Male,Divorced,3,Medical,2,408,11013,3
952,11014,"$2,413",Yes,18%,2,1,0,0,0,1,1,Sales,1,Sales Representative,Yes,3,2,3,Travel_Rarely,25,Male,Married,2,Marketing,19,952,11014,3
1768,11015,"$2,766",No,22%,6,5,3,0,4,7,8,Research & Development,1,Laboratory Technician,No,2,2,2,Travel_Rarely,42,Male,Divorced,3,Medical,12,1768,11015,4
1311,11016,"$4,627",No,12%,6,9,2,6,7,10,0,Research & Development,2,Laboratory Technician,No,1,4,3,Travel_Rarely,30,Female,Married,3,Technical Degree,6,1311,11016,3
1907,11017,"$2,587",No,16%,3,4,2,1,0,5,1,Research & Development,1,Laboratory Technician,Yes,1,4,3,Travel_Rarely,56,Male,Single,2,Life Sciences,24,1907,11017,3
838,11018,"$2,553",No,16%,3,5,2,1,3,6,1,Research & Development,1,Research Scientist,No,3,4,3,Travel_Frequently,34,Female,Single,4,Life Sciences,16,838,11018,3
1604,11019,"$2,408",Yes,17%,3,1,1,0,0,1,1,Research & Development,1,Laboratory Technician,Yes,3,2,3,Travel_Rarely,28,Male,Married,3,Medical,24,1604,11019,3
86,11020,"$9,724",No,17%,2,1,0,0,0,25,2,Research & Development,3,Research Scientist,No,2,1,3,Travel_Rarely,45,Male,Divorced,3,Life Sciences,7,86,11020,3
638,11021,"$19,502",Yes,17%,5,31,9,0,9,31,1,Research & Development,5,Research Director,No,4,3,3,Travel_Rarely,49,Male,Divorced,4,Life Sciences,18,638,11021,3
309,11022,"$2,177",No,17%,6,1,0,0,0,7,3,Research & Development,1,Research Scientist,No,3,4,3,Travel_Rarely,59,Male,Married,3,Life Sciences,3,309,11022,3
1050,11023,"$7,525",No,12%,2,15,7,6,12,30,2,Sales,3,Sales Executive,No,3,2,3,Travel_Frequently,53,Female,Married,3,Marketing,2,1050,11023,3
240,11024,"$5,006",Yes,11%,3,5,4,0,3,9,4,Sales,2,Sales Executive,No,3,1,4,Travel_Rarely,45,Female,Divorced,2,Life Sciences,4,240,11024,3
1251,11025,"$6,833",Yes,12%,2,6,5,0,1,6,1,Research & Development,2,Healthcare Representative,No,3,1,2,Travel_Rarely,31,Male,Married,2,Medical,11,1251,11025,3
105,11026,"$2,859",No,18%,3,6,4,0,4,6,1,Research & Development,1,Research Scientist,No,2,3,3,Travel_Rarely,35,Male,Single,3,Medical,1,105,11026,3
161,11027,"$4,963",Yes,18%,2,5,4,4,3,7,9,Research & Development,1,Research Scientist,Yes,2,2,3,Travel_Rarely,56,Female,Married,4,Life Sciences,14,161,11027,3
1088,11028,"$8,823",No,18%,4,19,9,1,9,20,0,Research & Development,3,Healthcare Representative,No,3,3,2,Travel_Rarely,38,Female,Married,1,Life Sciences,17,1088,11028,3
1585,11029,"$6,815",No,13%,5,1,0,0,0,15,6,Sales,2,Sales Executive,No,2,3,3,Travel_Rarely,36,Female,Single,4,Life Sciences,1,1585,11029,3
824,11030,"$2,700",No,24%,3,10,7,0,7,10,1,Research & Development,1,Research Scientist,No,3,3,3,Travel_Rarely,29,Male,Married,2,Life Sciences,23,824,11030,4
1955,11031,"$6,667",No,18%,6,5,1,1,2,9,5,Research & Development,2,Healthcare Representative,No,3,4,3,Non-Travel,32,Female,Divorced,4,Medical,15,1955,11031,3
454,11032,"$2,119",Yes,11%,4,7,7,0,7,7,1,Research & Development,1,Laboratory Technician,Yes,2,1,2,Travel_Rarely,29,Male,Married,4,Other,8,454,11032,3
262,11033,"$2,089",No,14%,3,5,4,2,2,7,4,Research & Development,1,Research Scientist,No,4,4,4,Non-Travel,43,Male,Divorced,3,Medical,7,262,11033,3
1125,11034,"$7,351",No,16%,2,1,0,0,0,10,7,Sales,3,Sales Executive,No,4,2,3,Travel_Rarely,38,Male,Single,2,Marketing,2,1125,11034,3
470,11035,"$2,696",Yes,11%,5,3,2,1,0,4,0,Human Resources,1,Human Resources,No,3,3,3,Travel_Rarely,42,Male,Divorced,1,Technical Degree,2,470,11035,3
554,11036,"$3,202",Yes,16%,4,5,3,1,4,6,1,Sales,1,Sales Representative,Yes,1,2,3,Travel_Rarely,24,Female,Single,1,Technical Degree,1,554,11036,3
1171,11037,"$5,155",No,13%,3,6,4,1,5,9,7,Sales,2,Sales Executive,No,2,1,4,Travel_Rarely,42,Male,Single,4,Marketing,4,1171,11037,3
1224,11038,"$3,491",No,13%,4,10,7,8,9,10,1,Research & Development,2,Laboratory Technician,No,3,3,2,Travel_Rarely,30,Male,Divorced,4,Life Sciences,7,1224,11038,3
1798,11039,"$3,143",No,19%,1,10,8,7,6,14,6,Research & Development,1,Research Scientist,No,4,1,3,Travel_Rarely,33,Male,Married,4,Life Sciences,8,1798,11039,3
224,11040,"$2,566",Yes,15%,2,1,1,0,1,1,1,Research & Development,1,Research Scientist,No,3,3,2,Non-Travel,27,Male,Divorced,3,Medical,3,224,11040,3
271,11041,"$6,553",No,14%,3,1,0,0,0,14,9,Research & Development,2,Manufacturing Director,No,4,3,3,Travel_Rarely,38,Male,Married,4,Life Sciences,2,271,11041,3
804,11042,"$4,381",No,11%,3,6,5,1,3,6,1,Research & Development,1,Research Scientist,No,3,1,3,Travel_Rarely,34,Female,Single,4,Medical,2,804,11042,3
1701,11043,"$2,929",No,12%,3,10,9,8,7,10,1,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,34,Female,Married,3,Life Sciences,19,1701,11043,3
944,11044,"$7,403",No,11%,3,26,9,1,7,29,4,Research & Development,3,Laboratory Technician,No,1,2,2,Travel_Rarely,49,Female,Married,2,Other,8,944,11044,3
832,11045,"$5,094",No,14%,6,1,0,0,0,10,6,Research & Development,2,Laboratory Technician,No,1,3,3,Travel_Frequently,40,Male,Single,4,Medical,16,832,11045,3
421,11046,"$12,061",No,17%,2,10,8,0,1,19,3,Research & Development,3,Research Director,No,1,2,3,Travel_Rarely,38,Female,Married,2,Life Sciences,25,421,11046,3
1049,11047,"$2,177",No,16%,3,6,3,0,4,6,1,Human Resources,1,Human Resources,No,2,2,3,Travel_Rarely,45,Male,Single,4,Medical,24,1049,11047,3
734,11048,"$19,189",No,12%,3,22,7,2,10,22,1,Human Resources,5,Manager,No,4,3,3,Travel_Rarely,41,Male,Married,3,Human Resources,1,734,11048,3
869,11049,"$4,936",No,13%,6,5,1,0,4,6,1,Human Resources,1,Human Resources,No,2,4,3,Travel_Rarely,28,Male,Divorced,2,Medical,8,869,11049,3
1890,11050,"$3,886",No,21%,2,10,1,0,8,10,1,Human Resources,2,Human Resources,No,2,4,2,Travel_Frequently,36,Male,Single,1,Human Resources,2,1890,11050,4
945,11051,"$2,259",No,17%,2,0,0,0,0,13,4,Research & Development,1,Research Scientist,No,4,3,2,Travel_Rarely,48,Male,Married,4,Medical,20,945,11051,3
287,11052,"$4,876",No,14%,5,3,2,0,2,5,9,Research & Development,2,Healthcare Representative,No,4,4,1,Non-Travel,40,Male,Married,5,Life Sciences,9,287,11052,3
656,11053,"$9,602",Yes,11%,3,3,0,1,0,17,4,Sales,2,Sales Executive,No,4,3,2,Travel_Rarely,37,Male,Married,3,Marketing,2,656,11053,3
578,11054,"$3,780",No,11%,3,1,0,0,0,19,7,Research & Development,2,Laboratory Technician,No,3,3,3,Travel_Rarely,54,Female,Single,4,Life Sciences,8,578,11054,3
649,11055,"$3,622",Yes,13%,3,6,5,1,3,6,1,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,34,Male,Married,2,Life Sciences,1,649,11055,3
836,11056,"$4,434",No,13%,3,9,8,7,8,10,1,Research & Development,2,Manufacturing Director,No,2,2,2,Travel_Rarely,42,Male,Married,3,Life Sciences,29,836,11056,3
476,11057,"$5,296",No,17%,3,8,7,7,7,8,1,Sales,2,Sales Executive,No,3,3,3,Travel_Rarely,26,Male,Married,3,Life Sciences,1,476,11057,3
238,11058,"$2,088",No,12%,3,8,7,7,2,13,4,Research & Development,1,Laboratory Technician,No,4,2,2,Travel_Frequently,36,Male,Single,2,Medical,3,238,11058,3
1837,11059,"$15,787",Yes,14%,3,2,2,2,2,23,2,Research & Development,4,Research Director,No,1,3,3,Travel_Frequently,58,Male,Married,4,Life Sciences,15,1837,11059,3
1001,11060,"$2,811",No,14%,2,2,2,2,2,4,9,Research & Development,1,Laboratory Technician,No,3,2,3,Travel_Rarely,27,Female,Married,4,Technical Degree,16,1001,11060,3
1979,11061,"$11,031",No,20%,2,11,7,4,8,13,4,Research & Development,3,Research Director,No,3,3,4,Non-Travel,31,Female,Married,3,Medical,10,1979,11061,4
806,11062,"$3,833",No,21%,2,2,2,0,2,7,3,Research & Development,1,Laboratory Technician,No,4,3,3,Travel_Rarely,30,Male,Married,3,Life Sciences,1,806,11062,4
2020,11063,"$2,436",Yes,12%,2,4,3,1,2,6,6,Research & Development,1,Research Scientist,No,2,4,3,Travel_Rarely,44,Male,Single,3,Medical,1,2020,11063,3
362,11064,"$2,176",No,13%,5,6,2,0,4,9,4,Research & Development,2,Laboratory Technician,No,4,1,3,Travel_Rarely,32,Male,Single,1,Technical Degree,2,362,11064,3
1562,11065,"$9,714",No,11%,4,10,8,6,7,10,1,Sales,2,Sales Executive,Yes,2,1,3,Travel_Rarely,30,Male,Married,3,Life Sciences,1,1562,11065,3
936,11066,"$6,244",No,17%,6,5,4,0,3,10,7,Sales,2,Sales Executive,No,3,3,3,Travel_Rarely,42,Female,Single,2,Medical,14,936,11066,3
1005,11067,"$13,973",Yes,18%,2,12,11,1,5,22,3,Research & Development,4,Manufacturing Director,No,4,3,3,Travel_Rarely,50,Male,Married,3,Life Sciences,24,1005,11067,3
1909,11068,"$4,393",No,21%,3,5,4,1,4,14,5,Sales,2,Sales Executive,No,3,2,3,Travel_Rarely,41,Female,Married,3,Marketing,8,1909,11068,4
923,11069,"$2,693",No,19%,3,1,0,0,0,1,1,Research & Development,1,Research Scientist,Yes,4,4,2,Travel_Rarely,21,Female,Single,1,Other,18,923,11069,3
1927,11070,"$6,834",Yes,12%,2,7,7,0,7,7,1,Sales,2,Sales Executive,No,3,4,3,Travel_Frequently,28,Male,Married,2,Life Sciences,1,1927,11070,3
1823,11071,"$6,799",No,21%,5,10,8,4,8,10,1,Sales,2,Sales Executive,No,2,3,3,Travel_Rarely,34,Male,Married,2,Technical Degree,8,1823,11071,4
641,11072,"$6,272",No,20%,5,5,3,1,4,6,1,Sales,2,Sales Executive,No,1,2,4,Travel_Rarely,26,Male,Married,2,Marketing,28,641,11072,4
77,11073,"$5,993",No,18%,2,7,5,0,7,7,1,Research & Development,2,Manufacturing Director,No,1,3,4,Travel_Rarely,37,Male,Divorced,4,Life Sciences,1,77,11073,3
1961,11074,"$2,858",No,14%,3,1,0,0,0,20,4,Sales,1,Sales Representative,No,1,1,2,Travel_Rarely,38,Male,Single,3,Life Sciences,1,1961,11074,3
1471,11075,"$3,162",No,14%,5,5,2,0,3,7,3,Research & Development,1,Laboratory Technician,No,3,3,3,Non-Travel,44,Male,Single,3,Life Sciences,5,1471,11075,3
1633,11076,"$5,042",No,13%,2,9,2,3,8,10,0,Research & Development,2,Manufacturing Director,No,1,3,1,Travel_Frequently,39,Female,Single,3,Medical,4,1633,11076,3
1260,11077,"$6,623",Yes,11%,2,6,0,1,0,6,1,Research & Development,2,Healthcare Representative,No,3,4,3,Travel_Rarely,29,Male,Divorced,3,Life Sciences,7,1260,11077,3
1358,11078,"$3,669",No,11%,6,3,2,1,2,7,3,Research & Development,1,Laboratory Technician,No,4,4,2,Travel_Rarely,25,Male,Married,1,Medical,19,1358,11078,3
468,11079,"$15,992",No,14%,2,1,0,0,0,16,2,Research & Development,4,Research Director,No,1,4,3,Travel_Rarely,42,Female,Single,5,Life Sciences,23,468,11079,3
1766,11080,"$5,811",Yes,16%,2,1,0,1,0,15,3,Research & Development,2,Healthcare Representative,No,2,4,3,Travel_Rarely,38,Male,Married,3,Medical,18,1766,11080,3
846,11081,"$4,779",Yes,20%,2,8,7,7,5,8,1,Sales,2,Sales Executive,No,2,2,3,Travel_Rarely,28,Female,Married,4,Marketing,2,846,11081,4
40,11082,"$6,465",Yes,13%,5,4,2,1,3,9,2,Research & Development,2,Healthcare Representative,No,4,4,4,Travel_Rarely,44,Male,Married,4,Other,10,40,11082,3
281,11083,"$2,741",Yes,15%,2,7,2,3,7,15,8,Research & Development,2,Laboratory Technician,No,3,4,4,Travel_Rarely,40,Male,Married,2,Medical,19,281,11083,3
107,11084,"$5,329",Yes,12%,3,13,11,1,9,17,7,Research & Development,2,Research Scientist,No,2,4,3,Non-Travel,38,Female,Divorced,3,Medical,6,107,11084,3
27,11085,"$3,407",No,23%,4,5,3,0,3,10,7,Sales,1,Sales Representative,Yes,3,1,3,Travel_Rarely,36,Male,Single,4,Life Sciences,9,27,11085,4
1411,11086,"$3,629",No,18%,6,3,2,0,2,8,4,Research & Development,1,Laboratory Technician,No,1,3,3,Travel_Rarely,37,Female,Single,3,Medical,11,1411,11086,3
75,11087,"$4,014",Yes,15%,3,2,2,2,2,4,3,Research & Development,1,Laboratory Technician,No,3,1,3,Travel_Rarely,35,Female,Married,4,Medical,23,75,11087,3
1605,11088,"$2,814",Yes,14%,2,4,2,1,3,4,1,Research & Development,1,Research Scientist,No,2,3,2,Non-Travel,22,Female,Married,2,Other,26,1605,11088,3
1489,11089,"$4,599",Yes,23%,2,15,9,10,10,16,0,Sales,2,Sales Executive,Yes,1,2,4,Travel_Rarely,34,Female,Single,4,Medical,24,1489,11089,4
1486,11090,"$2,909",No,15%,3,3,2,1,2,5,3,Sales,1,Sales Representative,Yes,1,3,4,Travel_Frequently,28,Male,Married,3,Technical Degree,1,1486,11090,3
1617,11091,"$3,211",No,14%,3,9,6,1,4,10,1,Research & Development,1,Laboratory Technician,No,3,1,2,Travel_Rarely,49,Female,Married,4,Life Sciences,25,1617,11091,3
1628,11092,"$10,435",No,13%,2,18,15,14,12,18,1,Research & Development,3,Manufacturing Director,No,1,3,3,Travel_Rarely,40,Female,Married,3,Life Sciences,15,1628,11092,3
855,11093,"$4,037",No,22%,5,9,8,0,8,9,1,Sales,2,Sales Executive,No,1,1,3,Travel_Rarely,33,Male,Divorced,3,Medical,1,855,11093,4
899,11094,"$10,903",No,16%,2,13,10,4,8,16,3,Research & Development,3,Manufacturing Director,No,4,2,3,Travel_Rarely,35,Male,Married,3,Technical Degree,25,899,11094,3
521,11095,"$3,448",No,22%,3,1,0,0,0,20,6,Research & Development,2,Laboratory Technician,No,2,3,3,Travel_Rarely,40,Female,Married,3,Medical,2,521,11095,4
2064,11096,"$6,142",Yes,20%,0,6,2,0,3,6,1,Research & Development,2,Manufacturing Director,No,2,2,3,Travel_Rarely,27,Male,Married,3,Life Sciences,4,2064,11096,4
45,11097,"$2,293",Yes,16%,2,2,0,2,0,6,2,Research & Development,1,Research Scientist,Yes,2,4,2,Travel_Rarely,24,Male,Married,3,Medical,1,45,11097,3
1495,11098,"$2,033",No,13%,2,1,0,0,0,1,1,Sales,1,Sales Representative,No,4,2,3,Non-Travel,24,Female,Married,2,Life Sciences,13,1495,11098,3
1574,11099,"$4,087",No,14%,3,6,5,1,2,9,4,Research & Development,2,Research Scientist,No,4,1,2,Non-Travel,32,Male,Married,4,Technical Degree,1,1574,11099,3
1015,11100,"$11,416",Yes,12%,4,8,7,1,7,9,0,Research & Development,3,Research Director,No,2,1,2,Travel_Rarely,30,Female,Married,2,Life Sciences,8,1015,11100,3
1192,11101,"$3,131",No,13%,5,10,8,0,8,10,1,Research & Development,1,Laboratory Technician,No,2,4,3,Travel_Rarely,29,Female,Married,1,Medical,6,1192,11101,3
1752,11102,"$2,760",No,13%,3,2,2,2,2,2,1,Sales,1,Sales Representative,Yes,2,2,3,Travel_Rarely,29,Female,Single,3,Marketing,9,1752,11102,3
730,11103,"$14,814",No,19%,3,5,1,1,3,32,3,Research & Development,4,Research Director,No,3,3,3,Travel_Rarely,53,Male,Married,3,Life Sciences,7,730,11103,3
91,11104,"$5,473",No,11%,2,4,3,1,3,20,7,Sales,2,Sales Executive,No,1,3,2,Travel_Frequently,59,Female,Single,1,Life Sciences,1,91,11104,3
382,11105,"$5,605",Yes,24%,3,8,0,7,7,8,1,Sales,2,Sales Executive,No,1,1,3,Travel_Rarely,38,Female,Divorced,2,Medical,7,382,11105,4
1417,11106,"$3,578",No,12%,2,7,7,0,7,8,0,Research & Development,1,Laboratory Technician,No,3,1,3,Travel_Rarely,26,Male,Single,3,Other,7,1417,11106,3
1044,11107,"$2,342",No,19%,2,2,2,2,2,3,0,Sales,1,Sales Representative,No,2,4,2,Non-Travel,33,Female,Single,1,Life Sciences,8,1044,11107,3
1369,11108,"$5,363",No,12%,0,9,7,0,0,10,0,Research & Development,2,Laboratory Technician,No,4,4,3,Travel_Rarely,35,Female,Married,3,Medical,1,1369,11108,3
616,11109,"$6,811",Yes,17%,3,8,7,0,7,10,2,Research & Development,2,Healthcare Representative,No,1,3,3,Non-Travel,41,Female,Single,4,Other,2,616,11109,3
328,11110,"$2,707",No,20%,3,9,7,1,7,13,7,Research & Development,1,Laboratory Technician,Yes,1,1,4,Travel_Rarely,33,Female,Married,2,Life Sciences,2,328,11110,4
959,11111,"$2,121",Yes,13%,3,1,0,0,0,1,1,Sales,1,Sales Representative,Yes,4,2,4,Travel_Rarely,19,Male,Single,3,Other,21,959,11111,3
982,11112,"$7,264",No,11%,2,8,4,7,7,10,5,Sales,3,Sales Executive,No,3,3,4,Travel_Rarely,30,Male,Divorced,2,Other,8,982,11112,3
1696,11113,"$3,986",No,14%,3,15,10,4,13,15,1,Research & Development,2,Laboratory Technician,No,2,4,4,Travel_Rarely,34,Male,Married,2,Medical,5,1696,11113,3
1502,11114,"$3,838",No,11%,5,5,4,0,2,8,8,Research & Development,1,Laboratory Technician,No,1,2,3,Travel_Rarely,33,Female,Married,4,Medical,4,1502,11114,3
